budget,genres,id,keywords,original_language,popularity,revenue,runtime,title_x,vote_average,vote_count,title_y,cast,director,release_year,release_month
30000000,"Drama,Family,Romance",13967,"loss of lover,mountain lake,author",en,8.386432,35078241,92.0,Miss Potter,6.3,141,Miss Potter,"Ewan McGregor,Renée Zellweger,Emily Watson",Chris Noonan,2006,12
21000000,"Adventure,Action,Thriller",9053,"competition,martial arts,kung fu",en,12.790408,480314,87.0,DOA: Dead or Alive,5.0,205,DOA: Dead or Alive,"Jaime Pressly,Devon Aoki,Holly Valance",Corey Yuen Kwai,2006,9
30000000,"Action,Drama,Western",4512,"killing,admiration,hold-up robbery",en,35.53352,14711793,160.0,The Assassination of Jesse James by the Coward Robert Ford,7.0,776,The Assassination of Jesse James by the Coward Robert Ford,"Brad Pitt,Casey Affleck,Sam Shepard",Andrew Dominik,2007,9
30000000,"Adventure,Drama,Action",76349,"martial arts,sword,revolution",zh,4.065212,108348,125.0,1911,5.0,41,1911,"Jackie Chan,Li Bingbing,Joan Chen",Jackie Chan,2011,7
30000000,"Action,Thriller,Crime",45610,"underage soldier,duringcreditsstinger",en,13.268936,2527904,129.0,Machine Gun Preacher,6.4,286,Machine Gun Preacher,"Gerard Butler,Michelle Monaghan,Kathy Baker",Marc Forster,2011,9
19000000,"Adventure,Animation,Comedy",223702,"supermarket,party,sausage",en,66.242737,140752617,83.0,Sausage Party,5.6,2238,Sausage Party,"Seth Rogen,Kristen Wiig,Jonah Hill",Conrad Vernon,2016,7
29000000,"Comedy,Music",254470,"music,sequel,singer",en,71.496894,287506194,115.0,Pitch Perfect 2,6.8,1940,Pitch Perfect 2,"Anna Kendrick,Rebel Wilson,Hailee Steinfeld",Elizabeth Banks,2015,5
28000000,"Drama,Music,Romance",69,"germany,prison,music record",en,35.580032,186438883,136.0,Walk the Line,7.3,718,Walk the Line,"Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin",James Mangold,2005,9
30000000,Comedy,4967,"love triangle,rabbi,priest",en,8.085872,37036004,127.0,Keeping the Faith,5.9,159,Keeping the Faith,"Ben Stiller,Edward Norton,Jenna Elfman",Edward Norton,2000,4
30000000,"Comedy,Crime,Drama",4912,"microfilm,biography,silencer",en,18.165957,33013805,113.0,Confessions of a Dangerous Mind,6.6,275,Confessions of a Dangerous Mind,"Sam Rockwell,Drew Barrymore,Julia Roberts",George Clooney,2002,12
29000000,"Comedy,Romance",12771,"wealth,falling in love,divorce",en,8.93941,16930185,100.0,Serving Sara,5.0,85,Serving Sara,"Matthew Perry,Elizabeth Hurley,Vincent Pastore",Reginald Hudlin,2002,8
29000000,Comedy,323676,"business woman,ex-con,duringcreditsstinger",en,20.55509,78636257,91.0,The Boss,5.5,431,The Boss,"Melissa McCarthy,Peter Dinklage,Kristen Bell",Ben Falcone,2016,4
12000000,"Drama,Horror,Comedy",11249,"baby,puppet,filmdreh",en,12.653831,24829644,87.0,Seed of Chucky,4.9,287,Seed of Chucky,"Brad Dourif,Jennifer Tilly,Billy Boyd",Don Mancini,2004,11
29000000,"Drama,Mystery,Thriller",9667,"smoking,medicine,psychology",en,24.240361,21126225,103.0,The Jacket,6.8,455,The Jacket,"Adrien Brody,Keira Knightley,Kris Kristofferson",John Maybury,2005,3
28000000,"Animation,Family,Comedy",812,"magic,musical,cartoon",en,92.982009,504050219,90.0,Aladdin,7.4,3416,Aladdin,"Scott Weinger,Robin Williams,Linda Larkin",Ron Clements,1992,11
28000000,"Drama,Music",277216,"brother brother relationship,aids,police brutality",en,61.76233,201634991,147.0,Straight Outta Compton,7.7,1355,Straight Outta Compton,"O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell",F. Gary Gray,2015,8
28000000,"Adventure,Action",87,"riddle,treasure,heart",en,66.976776,333000000,118.0,Indiana Jones and the Temple of Doom,7.1,2781,Indiana Jones and the Temple of Doom,"Harrison Ford,Kate Capshaw,Jonathan Ke Quan",Steven Spielberg,1984,5
30000000,"Animation,Family",14444,"brother brother relationship,baby,home",en,7.981116,100491683,79.0,The Rugrats Movie,5.7,147,The Rugrats Movie,"Whoopi Goldberg,David Spade,E.G. Daily",Norton Virgien,1998,11
60000000,"Crime,Mystery,Thriller",2043,"psychology,police operation,police",en,21.252797,105178561,104.0,Along Came a Spider,6.1,400,Along Came a Spider,"Morgan Freeman,Monica Potter,Michael Wincott",Lee Tamahori,2001,4
29000000,"Comedy,Drama",315664,"opera,biography,singing false",en,19.237254,48902953,110.0,Florence Foster Jenkins,6.6,392,Florence Foster Jenkins,"Meryl Streep,Hugh Grant,Rebecca Ferguson",Stephen Frears,2016,5
29000000,Action,1428,"corruption,cia",en,27.555646,98185582,102.0,Once Upon a Time in Mexico,6.2,594,Once Upon a Time in Mexico,"Antonio Banderas,Salma Hayek,Johnny Depp",Robert Rodriguez,2003,9
28000000,"Action,Thriller",562,"helicopter,journalist,based on novel",en,66.169628,140767956,131.0,Die Hard,7.5,3948,Die Hard,"Bruce Willis,Alan Rickman,Alexander Godunov",John McTiernan,1988,7
28000000,Comedy,15373,"camping,campsite,big brother",en,24.917665,92380927,99.0,Role Models,6.4,564,Role Models,"Seann William Scott,Paul Rudd,Elizabeth Banks",David Wain,2008,2
28000000,"Comedy,Drama",318846,"bank,fraud,biography",en,57.518472,133346506,130.0,The Big Short,7.3,2607,The Big Short,"Christian Bale,Steve Carell,Ryan Gosling",Adam McKay,2015,12
28000000,"Drama,History",14292,"olympic games,sport,ice hockey",en,7.534003,64445708,135.0,Miracle,7.0,159,Miracle,"Kurt Russell,Patricia Clarkson,Noah Emmerich",Gavin O'Connor,2004,2
28000000,"Fantasy,Horror,Action",924,"refugee,mass murder,habor",en,44.529429,102356381,101.0,Dawn of the Dead,6.8,1016,Dawn of the Dead,"Sarah Polley,Ving Rhames,Jake Weber",Zack Snyder,2004,3
35000000,Comedy,2018,"san francisco,marriage proposal,love of one's life",en,14.949395,94728529,103.0,The Wedding Planner,5.5,427,The Wedding Planner,"Jennifer Lopez,Matthew McConaughey,Justin Chambers",Adam Shankman,2001,1
30000000,"Animation,Science Fiction",192577,,ja,14.726338,17137302,115.0,Space Pirate Captain Harlock,6.5,356,Space Pirate Captain Harlock,"Shun Oguri,Haruma Miura,Yu Aoi",Shinji Aramaki,2013,9
21000000,"Comedy,Drama",9428,"forgiveness,child prodigy,terminal illness",en,24.13081,71441250,110.0,The Royal Tenenbaums,7.4,1286,The Royal Tenenbaums,"Gene Hackman,Anjelica Huston,Ben Stiller",Wes Anderson,2001,10
30000000,"Mystery,Thriller",2832,"weather,multiple character,scream",en,45.915165,90259536,90.0,Identity,7.1,1061,Identity,"John Cusack,Ray Liotta,Amanda Peet",James Mangold,2003,4
28000000,Comedy,137093,"casino,male friendship,stag night",en,28.043508,134402450,105.0,Last Vegas,6.4,799,Last Vegas,"Robert De Niro,Morgan Freeman,Michael Douglas",Jon Turteltaub,2013,10
28000000,"Adventure,Action,Thriller",699,"london england,submarine,england",en,26.090746,195312802,127.0,For Your Eyes Only,6.3,490,For Your Eyes Only,"Roger Moore,Carole Bouquet,Chaim Topol",John Glen,1981,6
28000000,"Comedy,Romance",9778,"soulmates,new love,book",en,14.530803,77516304,90.0,Serendipity,6.6,521,Serendipity,"John Cusack,Kate Beckinsale,Jeremy Piven",Peter Chelsom,2001,10
27000000,"Thriller,Science Fiction,Action",8831,"martial arts,time travel,science fiction",en,13.308127,101646581,99.0,Timecop,5.5,282,Timecop,"Jean-Claude Van Damme,Mia Sara,Ron Silver",Peter Hyams,1994,9
28000000,Comedy,9398,"male model,time magazine,fashion show",en,38.0958,60780981,89.0,Zoolander,6.1,1337,Zoolander,"Ben Stiller,Owen Wilson,Christine Taylor",Ben Stiller,2001,9
28000000,Romance,112949,"based on novel,small town,widower",en,37.729059,97594140,115.0,Safe Haven,6.9,823,Safe Haven,"Julianne Hough,Josh Duhamel,Cobie Smulders",Lasse Hallström,2013,2
28000000,"Comedy,Family,Fantasy",10439,"witch,halloween,salem",en,18.650748,39514713,96.0,Hocus Pocus,6.4,471,Hocus Pocus,"Bette Midler,Sarah Jessica Parker,Kathy Najimy",Kenny Ortega,1993,7
28000000,Comedy,3638,"italy,competition,loss of mother",en,15.794946,92601050,104.0,No Reservations,6.1,327,No Reservations,"Catherine Zeta-Jones,Aaron Eckhart,Abigail Breslin",Scott Hicks,2007,7
28000000,"Action,Crime",23483,"crime fighter,secret identity,comic book",en,45.054936,96188903,117.0,Kick-Ass,7.1,4645,Kick-Ass,"Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse",Matthew Vaughn,2010,3
28000000,"Action,Adventure,Comedy",62206,"pizza delivery,adventure,pizza boy",en,25.039383,40547440,83.0,30 Minutes or Less,5.6,531,30 Minutes or Less,"Jesse Eisenberg,Danny McBride,Aziz Ansari",Ruben Fleischer,2011,8
28000000,"Thriller,Horror",10577,"vampire,dracula,bite",en,6.756771,33000337,99.0,Dracula 2000,4.6,148,Dracula 2000,"Gerard Butler,Christopher Plummer,Jonny Lee Miller",Patrick Lussier,2000,12
28000000,"Family,Comedy",218778,"based on novel,job interview,bad luck",en,22.14595,100654149,81.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Steve Carell,Jennifer Garner,Ed Oxenbould",Miguel Arteta,2014,10
28000000,"Drama,Romance",4348,"bachelor,beautiful,prejudice",en,36.58383,121147947,135.0,Pride & Prejudice,7.7,1358,Pride & Prejudice,"Keira Knightley,Matthew Macfadyen,Rosamund Pike",Joe Wright,2005,9
28000000,"Science Fiction,Drama,Thriller",78,"artificial intelligence,man vs machine,cyborg",en,94.056131,33139618,117.0,Blade Runner,7.9,3509,Blade Runner,"Harrison Ford,Rutger Hauer,Sean Young",Ridley Scott,1982,6
28000000,Adventure,11780,"scotland,biography,18th century",en,10.703456,31596911,139.0,Rob Roy,6.5,148,Rob Roy,"Liam Neeson,Jessica Lange,John Hurt",Michael Caton-Jones,1995,4
28000000,"Action,Drama,Thriller",192102,"retirement,secret service,illegal drugs",en,41.638961,52597999,113.0,3 Days to Kill,6.0,883,3 Days to Kill,"Kevin Costner,Amber Heard,Hailee Steinfeld",McG,2014,2
21000000,"Drama,Crime,Thriller",2001,"new york,father son relationship,nightclub",en,14.518708,54926886,117.0,We Own the Night,6.5,323,We Own the Night,"Joaquin Phoenix,Eva Mendes,Alex Veadov",James Gray,2007,5
35866397,Documentary,11516,"ocean,lake,bird",fr,3.75074,20217080,98.0,Winged Migration,7.0,49,Winged Migration,"Philippe Labro,Jacques Perrin",Jacques Perrin,2001,12
28000000,"Comedy,Drama,Family",10025,"jinx,bad luck,kiss",en,22.074306,38159905,103.0,Just My Luck,5.8,491,Just My Luck,"Lindsay Lohan,Samaire Armstrong,Chris Pine",Donald Petrie,2006,5
28000000,"Drama,Comedy",15198,"sport,ice hockey",en,4.436792,8888143,119.0,"Mystery, Alaska",6.0,69,"Mystery, Alaska","Russell Crowe,Hank Azaria,Mary McCormack",Jay Roach,1999,10
28000000,"Action,Comedy,Family",23172,duringcreditsstinger,en,14.639324,45236543,94.0,The Spy Next Door,5.5,345,The Spy Next Door,"Amber Valletta,Lucas Till,Jackie Chan",Brian Levant,2010,1
28000000,"Adventure,Comedy,Family",17834,"magic,wish,kids",en,1.767479,8345056,86.0,A Simple Wish,5.5,46,A Simple Wish,"Martin Short,Kathleen Turner,Mara Wilson",Michael Ritchie,1997,7
28000000,"Action,Horror,Science Fiction",10016,"climbing up a wall,hung upside down,flashback within a flashback",en,13.145205,14010832,98.0,Ghosts of Mars,4.8,296,Ghosts of Mars,"Natasha Henstridge,Ice Cube,Jason Statham",John Carpenter,2001,8
28000000,"Comedy,Drama",10317,"bolivia,woman,political campaign",en,12.921594,7002261,108.0,Our Brand Is Crisis,5.8,195,Our Brand Is Crisis,"Sandra Bullock,Anthony Mackie,Billy Bob Thornton",David Gordon Green,2015,9
28000000,"Romance,Horror,Comedy",58431,"based on novel,dystopia,shaolin",en,28.397048,16374328,108.0,Pride and Prejudice and Zombies,5.5,640,Pride and Prejudice and Zombies,"Lily James,Sam Riley,Jack Huston",Burr Steers,2016,2
28000000,Drama,9746,"buddhism,china,mountains",en,7.039189,5684789,134.0,Kundun,6.8,91,Kundun,"Tenzin Thuthob Tsarong,Tencho Gyalpo,Tsewang Migyur Khangsar",Martin Scorsese,1997,12
27000000,"Comedy,Romance,Drama",13092,"failure,starlet",en,16.785866,17286299,110.0,How to Lose Friends & Alienate People,6.2,244,How to Lose Friends & Alienate People,"Kelan Pannell,Janette Scott,Simon Pegg",Robert B. Weide,2008,10
28000000,"Action,Adventure,Crime",59859,"crime fighter,secret identity,marvel comic",en,40.28635,60700000,103.0,Kick-Ass 2,6.3,2224,Kick-Ass 2,"Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse",Jeff Wadlow,2013,7
24000000,Action,13495,,es,6.009644,23321954,145.0,Alatriste,5.6,61,Alatriste,"Viggo Mortensen,Elena Anaya,Unax Ugalde",Agustín Díaz Yanes,2006,9
28000000,"Action,Crime,Drama",254473,"martial arts,atomic bomb,ghetto",en,25.520976,68896829,90.0,Brick Mansions,5.7,615,Brick Mansions,"Paul Walker,David Belle,RZA",Camille Delamarre,2014,4
27500000,"Adventure,Action,Thriller",700,"atomic bomb,eastern block,crocodile",en,25.633663,187500000,131.0,Octopussy,6.2,527,Octopussy,"Roger Moore,Maud Adams,Louis Jourdan",John Glen,1983,6
30000000,"Comedy,Romance,Drama",4964,"alcohol,one-night stand,bed",en,22.527211,219076518,129.0,Knocked Up,6.2,1214,Knocked Up,"Seth Rogen,Katherine Heigl,Leslie Mann",Judd Apatow,2007,6
30000000,Drama,10024,"parents kids relationship,sister sister relationship,court case",en,24.09152,95714875,109.0,My Sister's Keeper,7.1,598,My Sister's Keeper,"Cameron Diaz,Alec Baldwin,Abigail Breslin",Nick Cassavetes,2009,6
35000000,"Comedy,Drama",13490,talk show,en,6.248273,43650785,114.0,Welcome Home Roscoe Jenkins,5.7,57,Welcome Home Roscoe Jenkins,"Martin Lawrence,James Earl Jones,Margaret Avery",Malcolm D. Lee,2008,2
8000000,"Drama,Adventure,History",15927,"doctor,india,english",en,9.548391,27187653,163.0,A Passage to India,6.9,67,A Passage to India,"Judy Davis,Alec Guinness,Peggy Ashcroft",David Lean,1984,12
15000000,"Drama,Romance",1259,"sex,adultery,based on novel",en,12.576381,49469904,92.0,Notes on a Scandal,6.9,235,Notes on a Scandal,"Judi Dench,Cate Blanchett,Bill Nighy",Richard Eyre,2006,12
27500000,"Drama,Thriller",5125,"anti terror,terror,cia",en,12.741073,24748670,120.0,Rendition,6.2,205,Rendition,"Omar Metwally,Reese Witherspoon,Jake Gyllenhaal",Gavin Hood,2007,9
27000000,"Science Fiction,Action,Adventure",174,"farewell,federation,starfleet",en,16.188572,96900000,113.0,Star Trek VI: The Undiscovered Country,6.7,413,Star Trek VI: The Undiscovered Country,"William Shatner,Leonard Nimoy,DeForest Kelley",Nicholas Meyer,1991,12
27000000,"Drama,Mystery,Thriller",9437,"washington d.c.,covered investigation,investigation",en,18.913,60527873,115.0,Kiss the Girls,6.2,345,Kiss the Girls,"Morgan Freeman,Ashley Judd,Cary Elwes",Gary Fleder,1997,10
27000000,"Music,Comedy,Action",525,"dancing,prison,chicago",en,44.714264,115229890,133.0,The Blues Brothers,7.5,1065,The Blues Brothers,"Dan Aykroyd,John Belushi,James Brown",John Landis,1980,6
27000000,"Adventure,Comedy,Drama",10188,"female friendship,best friend,summer vacation",en,11.870301,44352417,117.0,The Sisterhood of the Traveling Pants 2,6.0,238,The Sisterhood of the Traveling Pants 2,"Alexis Bledel,Amber Tamblyn,America Ferrera",Sanaa Hamri,2008,8
27000000,"Drama,Comedy,Romance",245,"london england,rock and roll,single parent",en,28.227984,129000000,101.0,About a Boy,6.6,607,About a Boy,"Hugh Grant,Nicholas Hoult,Toni Collette",Chris Weitz,2002,4
27000000,"Horror,Comedy,Action",9825,"diving,sheriff,lake",en,11.678561,56870414,82.0,Lake Placid,5.5,247,Lake Placid,"Bill Pullman,Bridget Fonda,Oliver Platt",Steve Miner,1999,7
27000000,"Drama,Thriller,Crime",186,"assassination,assassin,identity",en,36.921445,56308881,110.0,Lucky Number Slevin,7.4,1323,Lucky Number Slevin,"Josh Hartnett,Bruce Willis,Lucy Liu",Paul McGuigan,2006,2
27000000,"Drama,History",9549,"cold war,pilot,space travel",en,17.567332,21500000,193.0,The Right Stuff,7.3,235,The Right Stuff,"Fred Ward,Dennis Quaid,Ed Harris",Philip Kaufman,1983,10
30000000,"Drama,History,Thriller",61891,"shakespeare,anonymity,poet",en,16.698316,15395087,130.0,Anonymous,6.3,288,Anonymous,"Jamie Campbell Bower,Rhys Ifans,David Thewlis",Roland Emmerich,2011,10
27000000,"Drama,Family,Fantasy",34584,"based on novel,fictional place,wolf",en,47.862016,20158808,102.0,The NeverEnding Story,7.0,1002,The NeverEnding Story,"Barret Oliver,Gerald McRaney,Noah Hathaway",Wolfgang Petersen,1984,4
27000000,"Mystery,Science Fiction",2666,"soul,sleep,manipulation",en,39.324831,27200316,100.0,Dark City,7.2,828,Dark City,"Rufus Sewell,William Hurt,Kiefer Sutherland",Alex Proyas,1998,2
25000000,"Adventure,Family,Fantasy",13155,wizard of oz,en,5.650125,11137801,109.0,Return to Oz,6.7,120,Return to Oz,"Fairuza Balk,Nicol Williamson,Jean Marsh",Walter Murch,1985,6
27000000,"Crime,Action,Drama",42807,"bank robber,crime spree,western u.s.",en,3.123583,76000000,113.0,The Newton Boys,5.9,44,The Newton Boys,"Matthew McConaughey,Skeet Ulrich,Ethan Hawke",Richard Linklater,1998,3
27000000,"Horror,Mystery,Thriller",28355,"child abuse,detective,social worker",en,23.917982,29000000,109.0,Case 39,6.1,563,Case 39,"Renée Zellweger,Jodelle Ferland,Ian McShane",Christian Alvart,2009,8
27000000,"Crime,Thriller",8080,serial killer,en,8.715822,13000000,99.0,Suspect Zero,5.5,98,Suspect Zero,"Carrie-Anne Moss,Aaron Eckhart,Ben Kingsley",E. Elias Merhige,2004,8
27000000,"Family,Comedy,Action",56288,"spy,child hero,secret agent",en,14.788073,85564310,89.0,Spy Kids: All the Time in the World,4.4,222,Spy Kids: All the Time in the World,"Jessica Alba,Mason Cook,Rowan Blanchard",Robert Rodriguez,2011,8
27000000,Thriller,303858,"bomb,sniper,tv show",en,38.279458,93282604,98.0,Money Monster,6.5,1068,Money Monster,"George Clooney,Julia Roberts,Jack O'Connell",Jodie Foster,2016,5
28,"Thriller,Action,Comedy",1613,"chemical,laxative,skinheads",en,9.670031,14,93.0,The 51st State,5.9,173,The 51st State,"Samuel L. Jackson,Robert Carlyle,Emily Mortimer",Ronny Yu,2001,12
27000000,"Mystery,Thriller,Crime",16617,"fbi,island,serial killer",en,17.193659,21148829,106.0,Mindhunters,6.3,333,Mindhunters,"LL Cool J,Jonny Lee Miller,Kathryn Morris",Renny Harlin,2004,5
25000000,"Comedy,Drama",8944,"film producer,midlife crisis,independent film",en,8.31653,6673422,104.0,What Just Happened,5.2,127,What Just Happened,"Bruce Willis,Robert De Niro,Sean Penn",Barry Levinson,2008,10
26000000,"Action,Adventure,Comedy",14560,"security guard,duringcreditsstinger",en,31.250383,183293131,91.0,Paul Blart: Mall Cop,5.2,788,Paul Blart: Mall Cop,"Kevin James,Keir O'Donnell,Jayma Mays",Steve Carr,2009,1
26000000,Comedy,10330,"single parent,brother sister relationship,mistake in person",en,24.345651,110230332,97.0,Freaky Friday,6.0,879,Freaky Friday,"Jamie Lee Curtis,Lindsay Lohan,Mark Harmon",Mark Waters,2003,8
26000000,"Comedy,Romance",6957,"first time,virgin",en,38.473732,109449237,116.0,The 40 Year Old Virgin,6.2,1983,The 40 Year Old Virgin,"Steve Carell,Catherine Keener,Paul Rudd",Judd Apatow,2005,8
25000000,"Romance,History",1934,"shakespeare,love of one's life,oscar award",en,31.792964,289317794,122.0,Shakespeare in Love,6.8,796,Shakespeare in Love,"Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush",John Madden,1998,12
28000000,"Crime,Drama,Mystery",169917,"based on novel,murder,mafia",en,61.309619,53181600,113.0,A Walk Among the Tombstones,6.2,1131,A Walk Among the Tombstones,"Liam Neeson,Dan Stevens,David Harbour",Scott Frank,2014,9
15000000,Comedy,951,"crime fighter,cook,drug dealer",en,5.411154,201957688,111.0,Kindergarten Cop,5.8,628,Kindergarten Cop,"Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed",Ivan Reitman,1990,12
27000000,"Action,Comedy",10189,"smoking,marijuana,stoner",en,41.832392,101624843,111.0,Pineapple Express,6.6,1148,Pineapple Express,"Seth Rogen,James Franco,Danny McBride",David Gordon Green,2008,8
26000000,"Drama,Romance,Comedy",9454,"france,child abuse,slavery",en,21.988861,65705772,121.0,Ever After: A Cinderella Story,6.8,399,Ever After: A Cinderella Story,"Drew Barrymore,Dougray Scott,Anjelica Huston",Andy Tennant,1998,7
22000000,Western,2055,"horse,beef,ranger",en,19.068175,68296293,139.0,Open Range,7.0,262,Open Range,"Kevin Costner,Robert Duvall,Michael Gambon",Kevin Costner,2003,8
26000000,"Drama,Horror,Science Fiction",1551,"life and death,afterlife,swing",en,24.114459,61489265,115.0,Flatliners,6.3,404,Flatliners,"Kiefer Sutherland,Julia Roberts,Kevin Bacon",Joel Schumacher,1990,8
22000000,"Drama,History,War",5902,"netherlands,world war ii,panzer",en,20.256571,50750000,175.0,A Bridge Too Far,6.9,207,A Bridge Too Far,"Dirk Bogarde,James Caan,Michael Caine",Richard Attenborough,1977,6
